analysis,model_order,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
early_vs_later_drop_overall,2-gram,(Intercept),0.19235295182513754,0.00503969437206399,38.16758271917986,179,6.340419948858114e-88,0.1824080955358434,0.20229780811443168
early_vs_later_drop_overall,3-gram,(Intercept),0.5066173802154146,0.01117269298286104,45.34424968023088,179,4.582222376493617e-100,0.4845702444416924,0.5286645159891368
