corpus_id,simulation_id,model_order,regularity,regularity_label,regularity_label_readable,dependency,dependency_readable,uncertainty_z,block_1,block_2,block_3,block_4,block_5,block_6,block_7,block_8,block_9,block_10,early_drop,later_mean_drop,early_minus_later
mid_80__nonadjacent__sim01,1,2-gram,0.8,mid_80,80% regular,nonadjacent,Non-adjacent,-2.7755575615628914e-16,2.278792892912422,2.0344507820624576,2.046103025318595,2.0169038981084064,2.0080767643263036,2.0063106962449844,1.9950084551529248,2.0057699206661206,2.0051933993823607,2.004362474466945,0.24434211084996438,0.0037610384494390914,0.2405810724005253
mid_80__nonadjacent__sim01,1,3-gram,0.8,mid_80,80% regular,nonadjacent,Non-adjacent,-2.7755575615628914e-16,2.7970054769650345,2.2073752149119357,2.1189966552273924,2.0440293140562034,2.043466873786389,2.048816181047343,2.017331901113076,2.0115701103092256,2.013765657114434,2.002520799436516,0.5896302620530989,0.025606801934427437,0.5640234601186714
high_100__adjacent__sim02,2,2-gram,1,high_100,100% regular,adjacent,Adjacent,-1,1.130488172691649,1.0132220413703446,1.0076189037777683,1.0026904676854178,1.0044273050477912,1.007375081856506,1.0043606730953116,1.0025126543585767,1.0013107930525091,1.002177931656533,0.11726613132130437,0.0013805137142264556,0.11588561760707791
high_100__adjacent__sim02,2,3-gram,1,high_100,100% regular,adjacent,Adjacent,-1,1.40198210946744,1.0627326941599056,1.0245932515949414,1.0241259514244416,1.0167026804074093,1.0137470395332886,1.0182953264500896,1.0105602415495825,1.0056429399869284,1.0103078156255851,0.3392494153075345,0.006553109816790054,0.33269630549074447
high_100__nonadjacent__sim02,2,2-gram,1,high_100,100% regular,nonadjacent,Non-adjacent,-1,2.285563347812694,2.031244459092717,2.0168152263716546,2.0276602948966516,2.004915200311317,2.0013518106545276,2.0114288085299608,2.0128834587320203,2.0114846167806726,1.9995882931446796,0.2543188887199772,0.003957020743504652,0.25036186797647253
high_100__nonadjacent__sim02,2,3-gram,1,high_100,100% regular,nonadjacent,Non-adjacent,-1,2.828807875636133,2.1504903537947877,2.1052676023368115,2.0671012091122214,2.047397874271039,2.016132545902017,2.0617365996598136,2.0474388702072837,2.0294517901061404,2.022365134421464,0.6783175218413451,0.01601565242166547,0.6623018694196796
low_60__adjacent__sim02,2,2-gram,0.6,low_60,60% regular,adjacent,Adjacent,1,2.0973449678481457,2.0031356929466133,1.9915904995720664,1.9644612535715469,1.9702440945297952,2.0055392735713875,1.9838057659503383,1.9677254885631592,1.959413263062112,1.9577936827595523,0.09420927490153241,0.005667751273382621,0.08854152362814979
low_60__adjacent__sim02,2,3-gram,0.6,low_60,60% regular,adjacent,Adjacent,1,2.435659126305465,2.0582084954317854,2.023806933554118,1.9896222952685227,2.004099024690508,2.0253114081299226,2.0060814829782694,1.9669864187043165,1.9675111147615587,1.967039407485298,0.3774506308736796,0.011396135993310935,0.3660544948803687
low_60__nonadjacent__sim02,2,2-gram,0.6,low_60,60% regular,nonadjacent,Non-adjacent,1,2.3034533800051293,2.031112032510423,2.015483604977319,2.0254539247882692,2.021320181321888,2.0088127358346344,2.0172336185593935,2.0081348176428264,2.003174075135281,2.005499937534105,0.2723413474947063,0.003201511872039764,0.2691398356226665
low_60__nonadjacent__sim02,2,3-gram,0.6,low_60,60% regular,nonadjacent,Non-adjacent,1,2.8382468362516944,2.171280031609354,2.089700401793396,2.0652571305057794,2.0650828967575516,2.0472194727744935,2.0377354451047394,2.0304011599930942,2.0173346161396615,2.0133989001037804,0.6669668046423403,0.019735141438196713,0.6472316632041435
mid_80__adjacent__sim02,2,2-gram,0.8,mid_80,80% regular,adjacent,Adjacent,-2.7755575615628914e-16,1.877263743259783,1.700872239670852,1.7329051741609052,1.7312289113234494,1.6992032773497414,1.7291996613287677,1.7214318884293578,1.727984936655266,1.7892581376668844,1.5668025515748785,0.17639150358893096,0.01675871101199669,0.15963279257693427
mid_80__adjacent__sim02,2,3-gram,0.8,mid_80,80% regular,adjacent,Adjacent,-2.7755575615628914e-16,2.2047412523859604,1.7776758341660372,1.7588569678695791,1.7499186675955805,1.7216347002396897,1.7266025947828028,1.7227384069488003,1.7387639927381888,1.8143903549237472,1.57184294956986,0.42706541821992317,0.02572911057452215,0.401336307645401
mid_80__nonadjacent__sim02,2,2-gram,0.8,mid_80,80% regular,nonadjacent,Non-adjacent,-2.7755575615628914e-16,2.287008476040063,2.0559300128791844,2.019855951806524,2.0147054105666653,2.011735659655774,2.0095332088189006,2.0165361788655463,2.0078315826199553,2.005532704945857,2.008074177868621,0.23107846316087866,0.005981979376320445,0.2250964837845582
mid_80__nonadjacent__sim02,2,3-gram,0.8,mid_80,80% regular,nonadjacent,Non-adjacent,-2.7755575615628914e-16,2.8184915013382628,2.1944315083929435,2.102725603478638,2.050070983635663,2.042383592876242,2.0428344444146234,2.029992761686038,2.029271037342989,2.026312156092638,2.0372397744050876,0.6240599929453192,0.01964896674848199,0.6044110261968372
high_100__adjacent__sim03,3,2-gram,1,high_100,100% regular,adjacent,Adjacent,-1,1.1213829617171314,1.023045499056622,1.0077865014224294,1.0024496466956891,1.005994137650693,0.999543630122164,1.0041524152040606,1.0010635052017562,1.0045014276081177,1.0015625659002765,0.09833746266050936,0.002685366644543191,0.09565209601596616
high_100__adjacent__sim03,3,3-gram,1,high_100,100% regular,adjacent,Adjacent,-1,1.399720018997625,1.0567108845157804,1.0329622321687484,1.020179829484558,1.0186873195183923,1.0070428306793588,1.017209379551234,1.006368135796368,1.014950073704356,1.0076359308020548,0.34300913448184467,0.006134369214215701,0.33687476526762894
high_100__nonadjacent__sim03,3,2-gram,1,high_100,100% regular,nonadjacent,Non-adjacent,-1,2.280144692625461,2.054129068456513,2.012928339345623,2.021649667961622,2.023840736094628,2.014340781313919,2.0108977011264004,2.003928521961245,2.002583669971549,2.007087113047654,0.22601562416894794,0.0058802444261073505,0.2201353797428406
high_100__nonadjacent__sim03,3,3-gram,1,high_100,100% regular,nonadjacent,Non-adjacent,-1,2.8459218315464763,2.1618542288718436,2.028563592865033,2.065910808921339,2.0771117025703476,2.047116755401989,2.044026212236845,1.9998477068093323,2.0234735091515463,2.026900651518151,0.6840676026746326,0.01686919716921159,0.667198405505421
low_60__adjacent__sim03,3,2-gram,0.6,low_60,60% regular,adjacent,Adjacent,1,2.1284725489932605,1.9777538739702665,2.0205851610424683,1.968664509985178,1.9633871090987387,1.9899901083043088,1.957034851011363,1.9858771476872563,2.005055508914451,1.9602892484600056,0.15071867502299408,0.0021830781887826056,0.14853559683421147
